項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
55,31032,45：宮崎県,内宮田遺跡･柳迫遺跡,宮崎市大字長嶺字身の先･宮崎市大字浮田字柳迫,試料名:№2　Ⅵb層,土壌,T,k,古代,----,E,Beta-105380,β線法,2240,50,----,----,----,----,-26.1,古環境研究所,Beta Analytic Inc.,2001,内宮田･柳迫遺跡における放射性炭素年代測定結果,37?38,----,宮崎県埋蔵文化財センター発掘調査報告書　第30集　内宮田遺跡･柳迫遺跡･中別府遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅱ,宮崎県埋蔵文化財センター
56,31033,45：宮崎県,内宮田遺跡･柳迫遺跡,宮崎市大字長嶺字身の先･宮崎市大字浮田字柳迫,試料名:№3　Ⅶa層,土壌,T,k,古代,----,E,Beta-105381,β線法,2060,60,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2001,内宮田･柳迫遺跡における放射性炭素年代測定結果,37?38,----,宮崎県埋蔵文化財センター発掘調査報告書　第30集　内宮田遺跡･柳迫遺跡･中別府遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅱ,宮崎県埋蔵文化財センター
57,31031,45：宮崎県,内宮田遺跡･柳迫遺跡,宮崎市大字長嶺字身の先･宮崎市大字浮田字柳迫,試料名:№1　水路内部,木材,T,d,古代,----,E,Beta-104023,β線法,1270,60,----,----,----,----,-29,古環境研究所,Beta Analytic Inc.,2001,内宮田･柳迫遺跡における放射性炭素年代測定結果,37?38,----,宮崎県埋蔵文化財センター発掘調査報告書　第30集　内宮田遺跡･柳迫遺跡･中別府遺跡　東九州自動車道(西都?清武間)建設に伴う埋蔵文化財発掘調査報告書Ⅱ,宮崎県埋蔵文化財センター
58,31165,45：宮崎県,別府町遺跡,宮崎市別府町49ほか,試料名:№2　南壁基本土層Ⅶ層上部,樹木,T,d,弥生時代,----,C,Beta-208330,AMS法,2380,40,----,----,----,----,-27.1,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定,21,----,宮崎県埋蔵文化財センター発掘調査報告書　第137集　別府町遺跡　宮崎法務総合庁舎建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
59,31164,45：宮崎県,別府町遺跡,宮崎市別府町49ほか,試料名:№1　Ⅲ層検出面,土壌,T,k,中世,----,F,Beta-208329,AMS法,2950,40,----,----,----,----,-20,古環境研究所,Beta Analytic Inc.,2006,放射性炭素年代測定,21,----,宮崎県埋蔵文化財センター発掘調査報告書　第137集　別府町遺跡　宮崎法務総合庁舎建設に伴う埋蔵文化財発掘調査報告書　,宮崎県埋蔵文化財センター
60,31233,45：宮崎県,前ノ田村上第2遺跡,児湯郡川南町大字川南,試料名:№2　A区SA1⑤,炭化材(コナラ属クヌギ節),T,f,弥生時代?古墳時代,----,CD,Beta-221493,AMS法,1950,40,----,----,----,----,-28.1,古環境研究所,Beta Analytic Inc.,2007,前ノ田村上第2遺跡における自然科学分析,75?81,----,宮崎県埋蔵文化財センター発掘調査報告書　第161集　前ノ田村上第2遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書53,宮崎県埋蔵文化財センター
61,31232,45：宮崎県,前ノ田村上第2遺跡,児湯郡川南町大字川南,試料名:№1　A区SA1①,炭化材(コナラ属クヌギ節),T,f,弥生時代?古墳時代,----,CD,Beta-221492,AMS法,1930,40,----,----,----,----,-28.3,古環境研究所,Beta Analytic Inc.,2007,前ノ田村上第2遺跡における自然科学分析,75?81,----,宮崎県埋蔵文化財センター発掘調査報告書　第161集　前ノ田村上第2遺跡　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書53,宮崎県埋蔵文化財センター
62,31640,45：宮崎県,前ノ田村遺跡,児湯郡川南町大字川南字西国光25406-20,試料№:1　SA6(弥生時代住居跡),炭化材,T,f,弥生時代,----,C,PLD-13992,AMS法,1905,20,1907,21,-26.62,0.15,----,古環境研究所,パレオ・ラボ,2010,自然科学分析,63?65,----,宮崎県埋蔵文化財センター発掘調査報告書　第190集　前ノ田村遺跡　国営尾鈴農業水利事業西光原調圧水槽工事に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
63,31008,45：宮崎県,前田遺跡　,宮崎市大字新名爪,試料名:№1　Ⅳa区　第10層,土壌,T,k,古墳時代?江戸時代,----,DEFG,Beta-89476,β線法,1560,80,----,----,----,----,-19.8,古環境研究所,Beta Analytic Inc.,1998,前田遺跡における放射性炭素年代測定結果,73,----,宮崎県埋蔵文化財センター発掘調査報告書　第9集　前田遺跡　一般国道10号宮崎北バイパス建設に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
64,31010,45：宮崎県,前田遺跡　,宮崎市大字新名爪,試料名:№1　Ⅴb区　高原スコリア直下,土壌,T,k,平安時代末期,11?12世紀,E,Beta-99575,β線法,940,60,----,----,----,----,-27.9,古環境研究所,Beta Analytic Inc.,1998,前田遺跡における放射性炭素年代測定結果,73,----,宮崎県埋蔵文化財センター発掘調査報告書　第9集　前田遺跡　一般国道10号宮崎北バイパス建設に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
65,31009,45：宮崎県,前田遺跡　,宮崎市大字新名爪,試料名:№1　Ⅳw区　溝出土,木材,T,d,古墳時代後期,----,D,Beta-99574,β線法,1690,70,----,----,----,----,-26.6,古環境研究所,Beta Analytic Inc.,1998,前田遺跡における放射性炭素年代測定結果,73,----,宮崎県埋蔵文化財センター発掘調査報告書　第9集　前田遺跡　一般国道10号宮崎北バイパス建設に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
66,31007,45：宮崎県,前田遺跡　,宮崎市大字新名爪,試料名:№1　Ⅲb区　高原スコリア直下,土壌,T,k,平安時代末期,11?12世紀,E,Beta-89475,β線法,1030,60,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,1998,前田遺跡における放射性炭素年代測定結果,73,----,宮崎県埋蔵文化財センター発掘調査報告書　第9集　前田遺跡　一般国道10号宮崎北バイパス建設に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
67,31462,45：宮崎県,力ラ石の元遺跡,延岡市熊野江字力ラ石の元,分析番号:175　SC9Code №:10493-17,炭化種実(オオムギ･胚乳),T,g,中世以降,----,FGH,不明,AMS法,165,17,----,----,-25.74,0.2,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
68,31463,45：宮崎県,力ラ石の元遺跡,延岡市熊野江字力ラ石の元,分析番号:176　SA2-S1Code №:10493-18,炭化種実(ツブラジイ･子葉),T,g,古墳時代,----,D,不明,AMS法,1584,19,----,----,-28.7,0.22,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
69,31464,45：宮崎県,力ラ石の元遺跡,延岡市熊野江字力ラ石の元,分析番号:177　SA2-S5Code №:10493-19,炭化種実(ツブラジイ近似種･子葉),T,g,古墳時代,----,D,不明,AMS法,1687,20,----,----,-26.72,0.28,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
70,31461,45：宮崎県,力ラ石の元遺跡,延岡市熊野江字力ラ石の元,分析番号:175　SC9Code №:10493-16,炭化種実(コムギ･胚乳),T,g,中世以降,----,FGH,不明,AMS法,145,17,----,----,-25.72,0.2,----,パリノ･サーヴェイ,不明,2010,種実同定と放射性炭素年代測定,131?132･137,----,宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境?北川間)建設に伴う埋蔵文化財発掘調査報告書1,宮崎県埋蔵文化財センター
71,30952,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№2　S-11 YSA38-L,炭化物,T,h,弥生時代,----,C,Beta-172083,β線法,1820,60,----,----,----,----,-26.8,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
72,30954,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№4　SC188上層,炭化物,T,h,中世,----,F,Beta-172085,β線法,720,60,----,----,----,----,-27.4,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
73,30953,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№3　J-16　SA06,炭化物,T,h,平安時代,----,E,Beta-172084,β線法,930,60,----,----,----,----,-26.6,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
74,30956,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№6　SC285,炭化物,T,h,中世,----,F,Beta-172087,AMS法,1130,50,----,----,----,----,-25.1,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
75,30955,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№5　SC245 中層,炭化物,T,h,中世,----,F,Beta-172086,β線法,700,60,----,----,----,----,-25.7,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
76,30951,45：宮崎県,加治屋B遺跡,都城市南横市町,試料名:№1　N-3　YSA18-L,炭化物,T,h,弥生時代,----,C,Beta-172082,β線法,2240,60,----,----,----,----,-26.9,古環境研究所,Beta Analytic Inc.,2007,加治屋B遺跡における自然科学分析,263?271,----,都城市文化財調査報告書　第81集　加治屋B遺跡(縄文時代･弥生時代編)　県営ほ場整備事業横市地区に伴う遺跡の発掘調査報告書,都城市教育委員会
77,31245,45：宮崎県,勘大寺遺跡二次調査,児湯郡新富町大字新田字勘大寺,試料名:№4　C31炭化物集中,炭化材,T,f,後期旧石器時代?縄文時代早期,----,AB,Beta-220715,AMS法,250,40,----,----,----,----,-27.3,古環境研究所,Beta Analytic Inc.,2007,自然科学分析,90?103,----,宮崎県埋蔵文化財センター発掘調査報告書　第153集　勘大寺遺跡(二次調査)　東九州自動車道建設(都農?西都間)に伴う埋蔵文化財発掘調査報告書48,宮崎県埋蔵文化財センター
78,31723,45：宮崎県,十郎ヶ尾遺跡,延岡市北方町子4146,試料№2　SI14埋土14,炭化材,T,f,旧石器時代?古墳時代,----,ABCD,PED-19213,AMS法,80,20,80,18,-24.95,0.12,----,古環境研究所,古環境研究所,2012,宮崎県埋蔵文化財センター:十郎ヶ尾遺跡における放射性炭素年代測定,42?44,----,宮崎県埋蔵文化財センター発掘調査報告書　第218集　十郎ヶ尾遺跡　一般国道218号北方延岡道路工事に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
79,31722,45：宮崎県,十郎ヶ尾遺跡,延岡市北方町子4146,試料№1　SA2焼土13,炭化材,T,f,弥生時代?古墳時代,----,CD,PED-19212,AMS法,1805,20,1806,20,-25.93,0.12,----,古環境研究所,古環境研究所,2012,宮崎県埋蔵文化財センター:十郎ヶ尾遺跡における放射性炭素年代測定,42?44,----,宮崎県埋蔵文化財センター発掘調査報告書　第218集　十郎ヶ尾遺跡　一般国道218号北方延岡道路工事に伴う埋蔵文化財発掘調査報告書,宮崎県埋蔵文化財センター
80,31416,45：宮崎県,南中原第1遺跡(二次),児湯郡高鍋町大字上江字野首,試料名:№2　SA1⑤,炭化材,T,f,縄文時代後期?弥生時代,----,BC,PED-7893,AMS法,1455,20,----,----,-28.33,0.12,----,古環境研究所,古環境研究所,2008,自然科学分析の結果,43?45,----,宮崎県埋蔵文化財センター発掘調査報告書　第179集　南中原第1遺跡(二次)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書61,宮崎県埋蔵文化財センター
81,31415,45：宮崎県,南中原第1遺跡(二次),児湯郡高鍋町大字上江字野首,試料名:№1　SA1②,炭化材,T,f,縄文時代後期?弥生時代,----,BC,PED-7892,AMS法,1495,20,----,----,-26.13,0.13,----,古環境研究所,古環境研究所,2008,自然科学分析の結果,43?45,----,宮崎県埋蔵文化財センター発掘調査報告書　第179集　南中原第1遺跡(二次)　東九州自動車道(都農?西都間)建設に伴う埋蔵文化財発掘調査報告書61,宮崎県埋蔵文化財センター
82,31028,45：宮崎県,右葛ヶ迫遺跡,宮崎市大字折生迫字倉元,試料名:№4　A区竪穴状遺構底部(SZ1）,泥炭,T,j,平安時代?中世,----,EF,Beta-86945,β線法,1140,70,----,----,----,----,-20,古環境研究所,Beta Analytic Inc.,2000,放射性炭素年代測定結果,259?260,----,宮崎県埋蔵文化財センター発掘調査報告書　第21集　右葛ヶ迫遺跡　一般国道220号青島バイパス建設工事に伴う発掘調査報告書,宮崎県埋蔵文化財センター
